name,rating,time,comment
心谜客,2,2022-05-25 14:43:08,讲真，绕这么大一个圈，只为了讲母女关系的和解，真没必要，母女矛盾也不必上升到宇宙空间才能引起注意吧，何况故事讲得还不咋地。
Nias,2,2022-05-03 01:34:56,期待拉满之后只觉得沉闷，尴尬且想吐。所有一切都异常强行，没有function，没有弧光，没有母题，有一种被强制带着扩睑器疯狂刷抖音的感觉。任何情感和期待的投入都是徒劳的。漫威粉丝倒是可能会说一句，诶你这个好，比刚才那个巧妙。
momo,1,2023-03-18 20:57:39,这是我看过最差的电影了，一堆不相干的元素拼在一起，尴尬的要命，美国电影学院，你们没事吧？？！！
密棉,1,2022-05-22 22:24:02,这是什么恶趣味电影吗，茶菊花那一段真的没吐，还有一开场的尴尬的李小龙，刻板印象和东方主义竟然还在拍？？？so sorry，平行宇宙这也是个老梗了吧，无语😓
yunef,1,2022-05-23 21:31:43,实在看不下去
wayman,2,2023-03-16 11:25:31,真的无感，枯燥，故弄玄虚，甚至不如，一部普普通通的生活片。
Obtson,2,2022-06-07 16:32:37,宇宙与宇宙间的共振很弱，完全将舞台让位于奇观展览与恶趣套招，各种颜色不断往观众脸上砸，维没升起来，帷幕倒迟迟落不下。2000 years later，亮出平平无奇的家庭向底牌，靠台词推动补圆，极度露怯。像是专门为短视频一代量身定做的东西。
尧夫支💞,2,2023-03-13 12:49:10,电影形式创新是创新了，但是故事太简单了，感情上也很难代入，而且最后问题根本也没有解决。。反正爱就完事了。。有点可笑。。不能共情还要被电影粉丝审判并且开除东亚籍😅看个电影不仅要被电影说教还要被其他观众说教，观影体验😅
Hao,2,2022-05-19 11:08:31,混乱到让人焦虑，视听大灾难。（徐熙娣：不！！！要！！！吵！！！
假装没槑,2,2022-05-19 00:38:33,人物的情感动机和行为逻辑都是垮掉的，支撑电影的是一地碎成渣的屎尿屁无厘头和炫酷特效，完全是好莱坞工业走到尽头的样子
Halla,1,2023-12-05 20:36:44,什么难看玩意儿………………倍速都嫌浪费生命
陈好康,2,2022-05-21 21:24:57,额…………令人疲惫的不是视觉奇观也不是奇幻设定，是作为“精准受众”从影片第一分钟起就逃离不开的精神教化和情感压迫，好累！我们拒绝妈的全宇宙，就跟我们要拒绝李焕英、拒绝青春变形记一样；而在这样的命题之下，我想，不止是东亚女性和华裔母女，如果换成男性的故事也不会有太大差别甚至可能更糟（毕竟母女还能涕泗横流的拥抱是吧？x）。于是，我们更遑论片中的多重宇宙进程设置在影片物理进度条上的杂乱排布，那些毫不克制的美学陈列，以及试图唤起观众对演员本人背景记忆的努力，都使得人物的情感追索在创作者喧嚣的企图心之下山崩地裂，不堪一击
long2535,1,2022-05-22 23:14:01,垃圾片。莫名其妙。菜市场国粤英语大杂烩。精神病风水大师出品，不说人话。
zosntn,1,2022-05-23 01:21:42,批着科幻片外皮的伦理教育片，披着伦理教育片外皮的高华高潮片，恕我不能同香蕉们共情
Vince9528,1,2022-05-21 16:08:35,啥几把玩意儿？？
曹勒革吡沙漠浪,2,2022-05-21 16:11:35,把所有的调料都塞到一个锅里然后没有开火的味道。
TouMing柜子,2,2022-05-20 23:23:49,+  Oooooverrated，剪辑师辛苦，本人上次看到这么刻奇杂乱的电影还是歪小子，基本没有属于电影的节奏，像Tik Tok入侵电影行业后的结果，也许好笑，但无法接受这样的大乱炖。同时仿佛在不断地调整味料以迎合西方凝视，功夫片、王家卫、其他迷影梗全都一股脑往里塞却看不到有分毫节律的统筹处理。更遑论某些低俗的笑料牵强还令人生理不适，实在难以视其为聪明。情感立足点本来多好，东亚女人与家庭的羁绊，这样的母题原本也应能与我产生连接。可惜唯一共情的只有母女俩车前那段对话，无他。看过即忘（如果做成更抽象的动画可能没那么反感）
